Job ID,Job Title,Organization,Salary,Location,Closing Date
222772,Amended - Team Lead (2),Ministry of Municipal Affairs and Housing,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223371,Assistant Crown Attorney (1),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Sudbury, North Region","Friday, November 29, 2024 11:59 pm EST"
220962,Chief Counsel - Complex Prosecutions Bureau - Serious Fraud Office (1),Ministry of the Attorney General,"$233,232.00  - $277,482.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
222960,Counsel (1),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223238,Divisional Resource and Issues Advisor (1),Ministry of Education,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223233,E-Forms and Central Forms Repository (CFR) Specialist (1),Ministry of Public and Business Service Delivery and Procurement,$41.73  - $53.34 Per Hour,"Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223236,Court Officer (1),Ministry of the Solicitor General,$35.43  - $40.84 Per Hour,"Kenora, North Region","Friday, November 29, 2024 11:59 pm EST"
223148,Customer Service Representative (2),Ministry of Public and Business Service Delivery and Procurement,$28.81  - $33.40 Per Hour,"Kingston, East Region","Friday, November 22, 2024 11:59 pm EST"
222527,Data Analyst (1),Ministry of Citizenship and Multiculturalism,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
223039,Environmental Compliance Officer (1),"Ministry of the Environment, Conservation and Parks","$1,584.94  - $1,948.86 Per Week","Scarborough, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
222009,Environmental Planner (1),Ministry of Transportation,"$1,505.15  - $1,892.69 Per Week","Kingston, East Region","Friday, November 22, 2024 11:59 pm EST"
222919,Food Services Officer (1),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Sudbury, North Region","Friday, November 22, 2024 11:59 pm EST"
222219,Lead Programmer Analyst (1),"Ministry of Children, Community and Social Services","$1,512.75  - $1,933.38 Per Week","North York, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
221386,"Manager, Contract Vendor & Risk Management (1)",Ministry of the Solicitor General,"$105,307.00  - $148,429.00 Per Year","North Bay, North Region; Toronto, Toronto Region","Friday, January 31, 2025 11:59 pm EST"
220671,"Manager, Victim/Witness Assistance Program (1)",Ministry of the Attorney General,"$80,041.00  - $115,335.00 Per Year","Brantford, West Region","Friday, November 22, 2024 11:59 pm EST"
222582,Office Administrator- Bilingual (English/French) (1),Ministry of the Attorney General,$32.11  - $38.34 Per Hour,"L'Orignal, East Region","Friday, November 22, 2024 11:59 pm EST"
222807,Court and Client Representative - permanent/temporary full-time positions (3),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Brampton, Central Region; Hamilton, St Catharines, West Region","Tuesday, November 26, 2024 11:59 pm EST"
222990,Eligibility Analyst (1),"Ministry of Children, Community and Social Services","$1,265.80  - $1,554.23 Per Week","Toronto, Toronto Region","Tuesday, November 26, 2024 11:59 pm EST"
222714,Employer Specialist (3),"Ministry of Labour, Immigration, Training and Skills Development","$1,665.84  - $2,127.84 Per Week","Toronto, Toronto Region; Kitchener, West Region","Thursday, November 28, 2024 11:59 pm EST"
222508,Financial Administrative Assistant (1),"Ministry of Labour, Immigration, Training and Skills Development",$29.53  - $34.75 Per Hour,"Toronto, Toronto Region","Tuesday, November 26, 2024 11:59 pm EST"
222843,Group Leader (2),Ministry of the Attorney General,$32.11  - $38.34 Per Hour,"Brampton, Central Region","Tuesday, November 26, 2024 11:59 pm EST"
222949,Group Leader Court Support (1),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Oshawa, Central Region","Tuesday, November 26, 2024 11:59 pm EST"
222886,"Health, Safety and Wellness Consultant (1)",Treasury Board Secretariat,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Tuesday, November 26, 2024 11:59 pm EST"
222794,Junior Program Analyst (1),Ministry of the Attorney General,"$63,718.00  - $88,178.00 Per Year","North Bay, North Region","Tuesday, November 26, 2024 11:59 pm EST"
221186,Nurse Practitioner (3),Ministry of the Solicitor General,"$2,068.64  - $2,643.77 Per Week","Napanee, East Region","Tuesday, November 26, 2024 11:59 pm EST"
221603,Policy Analyst (1),Ministry of Infrastructure,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Tuesday, November 26, 2024 11:59 pm EST"
222387,Senior Economic Analyst (1),Ministry of Finance,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Monday, December 2, 2024 11:59 pm EST"
223130,Senior Policy Advisor (4),Ministry of Colleges and Universities,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Monday, December 2, 2024 11:59 pm EST"
216767,Senior Policy Advisor (1),Ministry of Transportation,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Monday, December 2, 2024 11:59 pm EST"
223121,"Senior Policy Advisor, HR Strategy and Policy Branch (5)",Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Tuesday, December 3, 2024 11:59 pm EST"
223590,Senior Procurement Officer (1),Alcohol and Gaming Commission of Ontario,"$84,154.00  - $105,195.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223486,Student Support Counsellor - LD Program (1),Ministry of Education,$28.58  - $31.44 Per Hour,"London, West Region","Monday, December 2, 2024 11:59 pm EST"
223194,Talent Management Coordinator (1),Treasury Board Secretariat,"$63,718.00  - $88,178.00 Per Year","Toronto, Toronto Region","Monday, December 2, 2024 11:59 pm EST"
223313,Talent Pool - Senior Conflict Resolution Specialist,Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","Orillia, Oshawa, Central Region; Kingston, Ottawa, Peterborough, East Region; North Bay, Sudbury, Thunder Bay, North Region; Toronto, Toronto Region; Guelph, Hamilton, London, St Catharines, West Region","Monday, December 9, 2024 11:59 pm EST"
221844,Team Lead (1),Ministry of Health,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Monday, December 2, 2024 11:59 pm EST"
220394,Team Lead (1),Ministry for Seniors and Accessibility,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Monday, December 2, 2024 11:59 pm EST"
223169,Probation and Parole Officer (2),Ministry of the Solicitor General,"$1,506.53  - $1,861.87 Per Week","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
223101,Program Administrative Support Clerk (1),Ministry of the Solicitor General,$26.92  - $31.31 Per Hour,"Penetanguishene, Central Region","Thursday, November 28, 2024 11:59 pm EST"
220274,Program Advisor (1),Ministry of Transportation,"$76,231.00  - $109,842.00 Per Year","Kingston, Ottawa, East Region; Toronto, Toronto Region; London, St Catharines, Windsor, Waterloo, West Region","Thursday, November 28, 2024 11:59 pm EST"
223113,Project Coordinator (1),"Ministry of Labour, Immigration, Training and Skills Development","$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
223220,Provincial Specialist (1),"Ministry of Labour, Immigration, Training and Skills Development","$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
223255,Regional Planning Biologist (1),Ministry of Natural Resources,"$1,513.08  - $1,908.57 Per Week","South Porcupine, North Region","Thursday, November 28, 2024 11:59 pm EST"
221269,Scheduler (1),Ministry of Public and Business Service Delivery,$29.53  - $34.75 Per Hour,"Oshawa, Central Region; Kingston, East Region; North York, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
223247,Senior Editor/Writer (1),Ministry of the Solicitor General,"$1,600.57  - $1,958.46 Per Week","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222912,Senior Internal Auditor (2),Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","St Catharines, West Region","Thursday, November 28, 2024 11:59 pm EST"
222782,"Senior Manager, Sales Tax Policy Unit (1)",Ministry of Finance,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
221895,Branch Administrative Coordinator (1),Ministry of Transportation,"$58,996.00  - $80,232.00 Per Year","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
223166,Business Analyst (1),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","Kenora, North Bay, Sudbury, Sault Ste Marie, Thunder Bay, Timmins, North Region","Monday, November 25, 2024 11:59 pm EST"
223167,Business Analyst (1),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","London, West Region","Monday, November 25, 2024 11:59 pm EST"
220778,Business Analyst (1),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","Belleville, Cornwall, Kingston, Ottawa, Pembroke, Peterborough, East Region","Monday, November 25, 2024 11:59 pm EST"
223066,Business Coordinator (1),Ministry of Health,"$63,718.00  - $88,178.00 Per Year","Oshawa, Central Region; North York, Toronto Region; Hamilton, London, West Region","Monday, November 25, 2024 11:59 pm EST"
220777,Business Support Coordinator (1),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","Belleville, Cornwall, Kingston, Ottawa, Pembroke, Peterborough, East Region","Monday, November 25, 2024 11:59 pm EST"
223162,Business Support Coordinator (2),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","London, West Region","Monday, November 25, 2024 11:59 pm EST"
223158,Business Support Coordinator (1),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Monday, November 25, 2024 11:59 pm EST"
223160,Business Support Coordinator (1),"Ministry of Labour, Immigration, Training and Skills Development","$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Monday, November 25, 2024 11:59 pm EST"
222761,Counsel (4),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Toronto, Toronto Region","Monday, November 25, 2024 11:59 pm EST"
217124,Senior Policy Advisor (1),Ministry of Colleges and Universities,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Wednesday, November 27, 2024 11:59 pm EST"
221017,Senior Policy Advisor (4),Ministry of Transportation,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Wednesday, November 27, 2024 11:59 pm EST"
222951,Senior Technical Lead/Supervisor (1),Ministry of the Solicitor General,"$82,217.00  - $121,155.00 Per Year","North Bay, North Region; Toronto, Toronto Region","Wednesday, November 27, 2024 11:59 pm EST"
221378,Shore Captain (1),Ministry of Transportation,"$1,738.63  - $1,995.84 Per Week","Picton, East Region","Wednesday, November 27, 2024 11:59 pm EST"
222894,Strategic Initiatives Advisor (1),Ministry of Northern Development,"$82,217.00  - $121,155.00 Per Year","Kenora, North Bay, Sudbury, Sault Ste Marie, South Porcupine, Thunder Bay, North Region","Wednesday, November 27, 2024 11:59 pm EST"
221483,"Supervisor, Communications Centre (1)",Ministry of Transportation,"$71,563.00  - $100,052.00 Per Year","North York, Toronto Region","Wednesday, November 27, 2024 11:59 pm EST"
222830,Amended - Court and Client Representative - permanent full-time position (3),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"North Bay, Timmins, North Region","Tuesday, November 26, 2024 11:59 pm EST"
222905,Amended - Court and Client Representative – permanent/temporary full-time positions (5),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Ottawa, East Region","Tuesday, November 26, 2024 11:59 pm EST"
222826,Assistant Trial Coordinator (1),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Oshawa, Central Region","Tuesday, November 26, 2024 11:59 pm EST"
222851,Assistant Trial Coordinator (2),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Hamilton, Kitchener, West Region","Tuesday, November 26, 2024 11:59 pm EST"
220598,Controllership Analyst (1),Ministry of Finance,"$71,563.00  - $100,052.00 Per Year","Oshawa, Central Region","Thursday, November 28, 2024 11:59 pm EST"
223353,Customer Care Specialist (1),Ministry of Public and Business Service Delivery and Procurement,$29.53  - $35.36 Per Hour,"Belleville, East Region","Thursday, November 28, 2024 11:59 pm EST"
222494,Economist (1),Treasury Board Secretariat,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222479,Food Services Officer (1),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Hamilton, West Region","Thursday, November 28, 2024 11:59 pm EST"
223235,Issues Coordinator (1),"Ministry of Tourism, Culture and Gaming","$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222797,"Manager, Business Integration and Operational Excellence (1)","Ministry of Labour, Immigration, Training and Skills Development","$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222415,"Manager, Measurement and Evaluation (1)","Ministry of Children, Community and Social Services","$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
223146,Policy and Issues Coordinator (1),Ministry of Public and Business Service Delivery and Procurement,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222101,Probation and Parole Administrative Support Clerk (2),Ministry of the Solicitor General,$26.92  - $31.31 Per Hour,"Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222849,Probation and Parole Officer (3),Ministry of the Solicitor General,"$1,506.53  - $1,861.87 Per Week","Leamington, Windsor, West Region","Thursday, November 28, 2024 11:59 pm EST"
223485,HUB Administrative  Assistant (1),Ontario Clean Water Agency,$26.92  - $31.31 Per Hour,"Geraldton, North Region","Friday, November 29, 2024 11:59 pm EST"
222692,Integrated Resource Management (IRM) Technical Specialist (1),Ministry of Natural Resources,"$1,265.02  - $1,452.35 Per Week","Owen Sound, West Region","Tuesday, December 3, 2024 11:59 pm EST"
222778,"Manager, Comptrollership Initiatives (1)",Treasury Board Secretariat,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223446,Manual Labourer (1),Ontario Clean Water Agency,$22.86  - $24.66 Per Hour,"Ruthven, West Region","Friday, November 29, 2024 11:59 pm EST"
223288,Mechanic/Operator (1),Ontario Clean Water Agency,$30.92  - $33.55 Per Hour,"Stratford, West Region","Friday, November 29, 2024 11:59 pm EST"
221352,Network Oversight Officer (1),Ministry of Public and Business Service Delivery and Procurement,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
222988,Senior Audit Manager (1),Treasury Board Secretariat,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
223125,Senior Business Analyst (2),Ministry of Public and Business Service Delivery,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
222790,Senior Capital Advisor (3),"Ministry of Tourism, Culture and Gaming","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
222618,Senior Program Advisor (1),Treasury Board Secretariat,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 29, 2024 11:59 pm EST"
221118,Engineering Associate - Engineering Development Program (5),Ministry of Transportation,"$54,546.00  - $79,972.00 Per Year","Kingston, East Region","Friday, December 13, 2024 11:59 pm EST"
223332,Environmental Compliance Officer - Bilingual (English/French) (1),"Ministry of the Environment, Conservation and Parks","$1,584.94  - $1,948.86 Per Week","North Bay, North Region","Friday, December 20, 2024 11:59 pm EST"
219014,Financial Advisor (1),Ministry of the Attorney General,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Friday, December 6, 2024 11:59 pm EST"
223722,Food Service Helper (3),Ministry of the Solicitor General,$24.40  - $26.23 Per Hour,"Milton, Central Region","Friday, December 6, 2024 11:59 pm EST"
223412,Geotechnical Engineer (1),Ministry of Transportation,"$83,634.00  - $115,815.00 Per Year","Kingston, East Region","Friday, December 6, 2024 11:59 pm EST"
223202,"Manager, Biomonitoring and Inland Waters Section (1)","Ministry of the Environment, Conservation and Parks","$105,307.00  - $148,429.00 Per Year","Etobicoke, Toronto Region","Friday, December 6, 2024 11:59 pm EST"
222401,"Manager, Municipal Finance Data & Analysis Unit (1)",Ministry of Finance,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Friday, December 6, 2024 11:59 pm EST"
223286,Materials Technician (1),Ministry of Transportation,"$1,104.03  - $1,304.59 Per Week","North York, Toronto Region","Friday, December 6, 2024 11:59 pm EST"
223603,Probation and Parole Administrative Support Clerk (1),Ministry of the Solicitor General,$26.92  - $31.31 Per Hour,"Toronto, Toronto Region","Friday, December 6, 2024 11:59 pm EST"
223456,Probation and Parole Administrative Support Clerk (Part-time) (1),Ministry of the Solicitor General,$26.92  - $31.31 Per Hour,"North Bay, North Region","Friday, December 6, 2024 11:59 pm EST"
222271,Senior Policy Advisor (1),Ministry of Infrastructure,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
222973,Senior Policy Advisor (1),Ministry of Education,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
221819,"Team Lead, Strategic Communications (2)",Ministry of Citizenship and Multiculturalism,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Thursday, November 28, 2024 11:59 pm EST"
223306,2025-2026 Articling Student (1),Ministry of the Attorney General,"$1,608.23  - $1,608.23 Per Week","St Thomas, West Region","Friday, November 29, 2024 11:59 pm EST"
223348,2025-2026 Articling Student (1),Ministry of the Attorney General,"$1,608.23  - $1,608.23 Per Week","St Catharines, West Region","Friday, November 29, 2024 11:59 pm EST"
222804,Administrative Assistant (1),Ministry of Natural Resources,$26.92  - $31.31 Per Hour,"Sault Ste Marie, North Region","Wednesday, November 27, 2024 11:59 pm EST"
222654,Amended - Financial Operations Representative (5),Ministry of Public and Business Service Delivery and Procurement,$28.14  - $32.82 Per Hour,"North Bay, Sudbury, North Region","Thursday, November 28, 2024 11:59 pm EST"
220553,Amended - Senior Policy Advisor (1),Ministry of Health,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Wednesday, December 4, 2024 11:59 pm EST"
221695,Analyst (2),"Ministry of Labour, Immigration, Training and Skills Development","$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Wednesday, November 27, 2024 11:59 pm EST"
220191,Business Enhancement Specialist (2),Ministry of Finance,"$71,563.00  - $100,052.00 Per Year","Oshawa, Central Region","Wednesday, November 27, 2024 11:59 pm EST"
223319,Addictions Counsellor (1),Ministry of the Solicitor General,"$1,213.06  - $1,484.47 Per Week","North Bay, North Region","Friday, December 6, 2024 11:59 pm EST"
223794,Ambulance Communications Officer (Irregularly Scheduled/On-Call) (3),Ministry of Health,$37.36  - $45.69 Per Hour,"London, West Region","Friday, December 6, 2024 11:59 pm EST"
223257,Assistant Crown Attorney (2),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Lindsay, Peterborough, East Region","Friday, December 6, 2024 11:59 pm EST"
223496,Assistant Crown Attorney (2),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"Hamilton, West Region","Friday, December 6, 2024 11:59 pm EST"
223483,Assistant Crown Attorney (3),Ministry of the Attorney General,Salary Commensurate With Legal Experience,"St Catharines, West Region","Friday, December 6, 2024 11:59 pm EST"
222868,Assistant Park Superintendent (1),"Ministry of the Environment, Conservation and Parks","$61,946.00  - $84,247.00 Per Year","Omemee, East Region","Friday, December 6, 2024 11:59 pm EST"
223739,Attest Audit Supervisor (1),Office of the Auditor General of Ontario,"$100,293.00  - $141,362.00 Per Year","Toronto, Toronto Region","Friday, December 13, 2024 11:59 pm EST"
220268,Business Analyst (1),Ministry of Natural Resources and Forestry,"$1,512.75  - $1,933.38 Per Week","Peterborough, East Region; Sudbury, Sault Ste Marie, North Region; Toronto, Toronto Region; Guelph, West Region","Friday, December 6, 2024 11:59 pm EST"
223749,Chief Operating Officer (1),Office of the Auditor General of Ontario,Not Available,"Toronto, Toronto Region","Friday, December 13, 2024 11:59 pm EST"
222967,Contract Services Inspector (1),Ministry of Transportation,"$1,124.14  - $1,361.46 Per Week","Mississauga, Central Region","Friday, December 6, 2024 11:59 pm EST"
223097,Trial Coordinator (1),Ministry of the Attorney General,$32.11  - $38.34 Per Hour,"Hamilton, West Region","Tuesday, November 26, 2024 11:59 pm EST"
222842,Hub Administrative Assistant (1),Ontario Clean Water Agency,$26.92  - $31.31 Per Hour,"Union, West Region","Tuesday, November 26, 2024 11:59 pm EST"
223248,Restricted to OPSEU-Represented Employees on Notice of Lay-off - Water and Wastewater Operator (1),Ontario Clean Water Agency,$27.92  - $31.06 Per Hour,"Port Dover, West Region","Tuesday, November 26, 2024 11:59 pm EST"
223242,Amended - Senior Business Lead (2),"Ministry of Labour, Immigration, Training and Skills Development","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Tuesday, November 26, 2024 11:59 pm EST"
223092,Amended - Senior Business Lead (1 Unilingual (English) / 1 Bilingual (English/French) (2),"Ministry of Labour, Immigration, Training and Skills Development","$82,217.00  - $121,155.00 Per Year","Kenora, North Bay, Sudbury, Sault Ste Marie, South Porcupine, Thunder Bay, North Region","Tuesday, November 26, 2024 11:59 pm EST"
223090,Amended - Senior Business Lead (2 Unilingual (English) / 1 Bilingual (English/French) (3),"Ministry of Labour, Immigration, Training and Skills Development","$82,217.00  - $121,155.00 Per Year","Belleville, Cornwall, Kingston, Ottawa, Pembroke, Peterborough, East Region","Tuesday, November 26, 2024 11:59 pm EST"
223134,Amended - Senior Business Lead (3 Unilingual (English) / 1 Bilingual (English/French) (4),"Ministry of Labour, Immigration, Training and Skills Development","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Tuesday, November 26, 2024 11:59 pm EST"
223287,"Assistant Deputy Minister, Gaming (1)","Ministry of Tourism, Culture and Gaming","$192,199.00  - $242,139.00 Per Year","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
223254,"Assistant Deputy Minister, People and Culture (1)",Treasury Board Secretariat,"$192,199.00  - $242,139.00 Per Year","Toronto, Toronto Region","Monday, November 25, 2024 11:59 pm EST"
221623,Assistant Trial Coordinator (3),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Brampton, Central Region","Monday, November 25, 2024 11:59 pm EST"
222910,Food Services Helper (Cook Assistant) - Irregular On-Call (2),Ministry of the Solicitor General,$24.40  - $26.23 Per Hour,"Penetanguishene, Central Region","Tuesday, December 3, 2024 11:59 pm EST"
223117,I&IT Project Manager (1),Ministry of Natural Resources,"$82,217.00  - $121,155.00 Per Year","Peterborough, East Region","Tuesday, December 3, 2024 11:59 pm EST"
222965,Junior Project Manager (1),Treasury Board Secretariat,"$71,563.00  - $100,052.00 Per Year","Oshawa, Central Region; Toronto, Toronto Region","Tuesday, December 3, 2024 11:59 pm EST"
223450,Legal Assistant - Bilingual (English/French) (1),"Ministry of Labour, Immigration, Training and Skills Development",$29.53  - $34.75 Per Hour,"Toronto, Toronto Region","Tuesday, December 3, 2024 11:59 pm EST"
