Job ID,Job Title,Organization,Salary,Location,Closing Date
222779,Personnel Clerk (1),Ministry of the Solicitor General,$28.14  - $32.82 Per Hour,"Brampton, Central Region","Tuesday, November 19, 2024 11:59 pm EST"
222509,Program Specialist (1),Ministry of Long - Term Care,"$76,231.00  - $109,842.00 Per Year","Sudbury, North Region","Tuesday, November 19, 2024 11:59 pm EST"
220534,RIM Project Coordinator (1),"Ministry of the Environment, Conservation and Parks","$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
222931,Senior Intergovernmental Affairs Specialist (2),Cabinet Office,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
220810,Amended - Senior User Experience Designer (1),"Ministry of Children, Community and Social Services","$1,628.82  - $2,104.14 Per Week","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
221029,Assistant Park Superintendent (1),"Ministry of the Environment, Conservation and Parks","$61,946.00  - $84,247.00 Per Year","Kakabeka Falls Provincial Park (Kakabeka Falls), North Region","Tuesday, November 12, 2024 11:59 pm EST"
219976,Business and Fiscal Planning Advisor (1),Ministry of Health,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
219987,Case Management Coordinator (1),Ministry of the Attorney General,$34.89  - $41.77 Per Hour,"Barrie, Central Region","Tuesday, November 12, 2024 11:59 pm EST"
221794,Chief Park Naturalist (1),"Ministry of the Environment, Conservation and Parks","$1,380.35  - $1,705.03 Per Week","Marten River, North Region","Tuesday, November 12, 2024 11:59 pm EST"
221511,Client Liaison Agent -  Bilingual (English/French) (1),"Ministry of Children, Community and Social Services",$26.92  - $31.31 Per Hour,"Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
221923,Client Relationship Coordinator (1),"Ministry of Agriculture, Food and Agribusiness","$76,231.00  - $109,842.00 Per Year","Guelph, West Region","Tuesday, November 12, 2024 11:59 pm EST"
221091,Client Representative (6),Ministry of the Attorney General,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
219344,Clinical Information Clerk - Irregular On-call (1),"Ministry of Children, Community and Social Services",$25.32  - $29.24 Per Hour,"London, West Region","Monday, November 11, 2024 11:59 pm EST"
220216,Cluster Administrative Coordinator (1),Ministry of Transportation,"$63,718.00  - $88,178.00 Per Year","Toronto, Toronto Region; St Catharines, West Region","Tuesday, November 12, 2024 11:59 pm EST"
221704,Registered Nurse (2),Ministry of the Solicitor General,"$1,562.72  - $2,240.04 Per Week","Ottawa, East Region","Friday, November 8, 2024 11:59 pm EST"
220543,Senior Policy Advisor (2),Ministry of Finance,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
222408,Senior Program Analyst (2),Ministry of the Solicitor General,"$82,217.00  - $121,155.00 Per Year","North Bay, North Region; Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
221424,Senior Project Management Consultant (2),Ministry of the Attorney General,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
221505,"Team Lead, Digital Communications (1)",Ministry of Indigenous Affairs,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
221785,Horse Racing Appeal Panel Member (2),Alcohol and Gaming Commission of Ontario,Not Available,"Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
221670,Talent Pool - Morgue Technologist,Ministry of the Solicitor General,"$1,211.47  - $1,426.28 Per Week","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220415,Workplace Discrimination and Harassment Prevention Advisor - Talent Pool (2),Treasury Board Secretariat,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220899,Amended - I&IT Lead Technology Specialist (1),Treasury Board Secretariat,"$88,496.00  - $128,625.00 Per Year","Oshawa, Central Region; Toronto, Toronto Region","Tuesday, November 12, 2024 11:59 pm EST"
220398,Field Auditor (18),Ministry of Finance,"$1,273.01  - $1,558.28 Per Week","Oshawa, Central Region; North York, Toronto Region; Hamilton, London, West Region","Tuesday, November 12, 2024 11:59 pm EST"
222864,Court Enforcement Officer (Irregular On-Call) (1),Ministry of the Attorney General,$32.83  - $39.33 Per Hour,"Brantford, West Region","Wednesday, November 20, 2024 11:59 pm EST"
221783,Executive Business Services Advisor (1),Ministry of Transportation,"$82,217.00  - $121,155.00 Per Year","Kingston, East Region; North Bay, Thunder Bay, North Region; Toronto, Toronto Region; London, St Catharines, West Region","Wednesday, November 20, 2024 11:59 pm EST"
222479,Food Services Officer (1),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Hamilton, West Region","Wednesday, November 20, 2024 11:59 pm EST"
222243,Human Resources Business Advisor (1),"Ministry of Agriculture, Food and Agribusiness","$82,217.00  - $121,155.00 Per Year","Guelph, West Region","Wednesday, November 20, 2024 11:59 pm EST"
222540,I&IT Telecommunications Team Lead (1),Ministry of Public and Business Service Delivery and Procurement,"$82,217.00  - $121,155.00 Per Year","Peterborough, East Region; North Bay, Sault Ste Marie, North Region; Toronto, Toronto Region; Hamilton, St Catharines, West Region","Wednesday, November 20, 2024 11:59 pm EST"
221648,"Manager, Operations and Accounting Control (1)",Treasury Board Secretariat,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
222061,Regional Death Investigation Administrator (2),Ministry of the Solicitor General,$29.53  - $34.75 Per Hour,"Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
222413,Senior Business Analyst (1),"Ministry of Children, Community and Social Services","$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
220700,Senior Capital Programming Officer (1),Ministry of Transportation,"$1,502.28  - $1,928.81 Per Week","St Catharines, West Region","Wednesday, November 20, 2024 11:59 pm EST"
222577,Senior I&IT Project Manager (1),Treasury Board Secretariat,"$88,496.00  - $141,350.00 Per Year","Oshawa, Central Region; Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
222010,Regional Development Advisor - Bilingual (English / French) (1),"Ministry of Tourism, Culture and Gaming","$1,627.28  - $2,077.03 Per Week","Hamilton, Kitchener, West Region","Friday, November 8, 2024 11:59 pm EST"
221022,Regional Systems Officer (1),Ministry of the Attorney General,"$1,408.64  - $1,773.85 Per Week","Dryden, Kenora, North Region","Friday, November 8, 2024 11:59 pm EST"
221251,Rehabilitation Officer (1),Ministry of the Solicitor General,"$1,213.06  - $1,484.47 Per Week","Etobicoke, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221543,Senior Business Consultant (1),Ministry of the Attorney General,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221982,Senior Business Improvement Advisor (1),Ministry of Colleges and Universities,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
220726,Senior Development Database Administrator (1),Ministry of the Solicitor General,"$1,852.71  - $2,314.51 Per Week","North Bay, North Region; Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
220755,Senior Investigator (2),Ministry of Health,"$1,704.77  - $2,224.14 Per Week","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
220994,Senior Policy Advisor (2),Ministry of Finance,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
220189,Senior Solutions Designer (1),Ministry of Natural Resources,"$1,852.71  - $2,314.51 Per Week","Peterborough, East Region; Sudbury, Sault Ste Marie, North Region; Toronto, Toronto Region; Guelph, West Region","Friday, November 8, 2024 11:59 pm EST"
220388,Senior Strategy and Planning Advisor (3),Ministry of Health,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
222235,Customer Care Specialist (1),Ministry of Public and Business Service Delivery and Procurement,$29.53  - $35.36 Per Hour,"Blind River, Elliot Lake, Espanola, Gore Bay, Sault Ste Marie, North Region","Friday, November 8, 2024 11:59 pm EST"
221211,"Emergency Management, Security, and Contingency Planning Coordinator (2)",Treasury Board Secretariat,"$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221739,Financial Clerk (1),"Ministry of Children, Community and Social Services",$26.92  - $31.31 Per Hour,"Oshawa, Central Region; Kingston, Ottawa, East Region","Friday, November 8, 2024 11:59 pm EST"
221207,Judicial Secretary (3),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
220479,Junior Program Coordinator (1),"Ministry of Children, Community and Social Services","$56,639.00  - $72,998.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
220989,"Manager, OPS Service Centre IT (1)",Ministry of Public and Business Service Delivery and Procurement,"$92,920.00  - $135,056.00 Per Year","Oshawa, Central Region; Kingston, Peterborough, East Region; North Bay, North Region; Toronto, Toronto Region; Guelph, London, St Catharines, West Region","Friday, November 8, 2024 11:59 pm EST"
220945,Policy Analyst (1),Ministry of the Solicitor General,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
219081,Policy Analyst (1),"Ministry of Labour, Immigration, Training and Skills Development","$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221974,Policy and Program Team Lead (1),Ministry of Public and Business Service Delivery and Procurement,"$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
222079,Project Engineer (2),Ministry of Transportation,"$79,972.00  - $108,898.00 Per Year","Kingston, East Region; North Bay, Thunder Bay, North Region; Toronto, Toronto Region; London, St Catharines, West Region","Friday, November 8, 2024 11:59 pm EST"
221337,Business and Fiscal Planning Analyst (1),Ministry of Long - Term Care,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
221940,Business Services Project Manager (2),Ministry of Transportation,"$88,496.00  - $128,625.00 Per Year","Kingston, East Region; North Bay, Thunder Bay, North Region; Toronto, Toronto Region; London, St Catharines, West Region","Tuesday, November 19, 2024 11:59 pm EST"
222180,Chief Park Naturalist (1),"Ministry of the Environment, Conservation and Parks","$1,380.35  - $1,705.03 Per Week","Picton, East Region","Tuesday, November 19, 2024 11:59 pm EST"
222762,Customer Care Specialist (16),Ministry of Public and Business Service Delivery and Procurement,$29.53  - $35.36 Per Hour,"Oshawa, Central Region; Kingston, East Region; North York, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
218923,"Deputy Director, Compliance & Enforcement (1)",Ministry of the Solicitor General,"$114,259.00  - $161,046.00 Per Year","Mississauga, Central Region","Tuesday, November 19, 2024 11:59 pm EST"
223031,"Director, Cluster Business Services Branch (1)",Ministry of the Solicitor General,"$152,593.00  - $192,232.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
222811,Executive Support Coordinator (1),Ministry of Long - Term Care,"$63,718.00  - $88,178.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
219050,Food Services Officer (Cook 2) (1),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
223064,"Head, Structural (1)",Ministry of Transportation,"$97,799.00  - $145,205.00 Per Year","North Bay, North Region","Tuesday, November 19, 2024 11:59 pm EST"
222059,Information Management Data Specialist (1),Ministry of Health,"$76,231.00  - $109,842.00 Per Year","Kingston, East Region","Tuesday, November 19, 2024 11:59 pm EST"
220166,Food Services Officer (2),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Thunder Bay, North Region","Wednesday, November 20, 2024 11:59 pm EST"
219419,RN Supervisor (1),Ministry of the Solicitor General,"$80,041.00  - $115,335.00 Per Year","Penetanguishene, Central Region","Wednesday, November 13, 2024 11:59 pm EST"
221246,Resource Management Coordinator (1),Ministry of Natural Resources,"$1,373.31  - $1,732.13 Per Week","Bracebridge, Central Region; Parry Sound, North Region","Tuesday, November 12, 2024 11:59 pm EST"
221554,Detachment Operations Clerk - One Year Fixed Term Contracts - 4 positions (4),Ministry of the Solicitor General,$33.20  - $37.88 Per Hour,"Perth, East Region","Friday, November 8, 2024 11:59 pm EST"
221330,Accounts Payable Clerk (1),St. Lawrence Parks Commission,$26.92  - $31.31 Per Hour,"Morrisburg, East Region","Friday, November 15, 2024 11:59 pm EST"
220886,Amended - I&IT Project Manager (1),Ministry of Natural Resources,"$82,217.00  - $121,155.00 Per Year","Peterborough, East Region; Sudbury, Sault Ste Marie, North Region; Toronto, Toronto Region; Guelph, West Region","Thursday, November 7, 2024 11:59 pm EST"
220597,Amended - Senior Maintenance Mechanic (1),Ministry of the Solicitor General,$29.46  - $31.96 Per Hour,"Stratford, West Region","Wednesday, November 13, 2024 11:59 pm EST"
220482,Intake Clerk - Bilingual (English/French) (1),Ministry of the Attorney General,$26.92  - $31.31 Per Hour,"Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
221395,Management Forester (2),Ministry of Natural Resources,"$1,272.74  - $1,705.03 Per Week","Hearst, Kapuskasing, North Region","Thursday, November 7, 2024 11:59 pm EST"
221072,Amended - Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","Geraldton, Nipigon, North Region","Tuesday, November 19, 2024 11:59 pm EST"
220786,Senior Planner (4),Ministry of Municipal Affairs and Housing,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
222428,Senior Policy Advisor (1),"Ministry of Economic Development, Job Creation and Trade","$88,496.00  - $128,625.00 Per Year","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
220021,Staff Sergeant (1),Ministry of the Solicitor General,"$80,041.00  - $115,335.00 Per Year","Sault Ste Marie, North Region","Wednesday, November 20, 2024 11:59 pm EST"
222318,"Team Lead, Strategic Communications (2)",Ministry of Mines,"$1,575.69  - $2,321.93 Per Week","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
222580,Technical Services Officer (Seasonal) (1),Ministry of Transportation,"$1,346.28  - $1,692.30 Per Week","London, West Region","Wednesday, November 20, 2024 11:59 pm EST"
221496,Victim/Witness Services Worker (1),Ministry of the Attorney General,"$1,265.80  - $1,554.23 Per Week","Windsor, West Region","Wednesday, November 20, 2024 11:59 pm EST"
220565,Administrative Services Representative (1),"Ministry of Agriculture, Food and Agribusiness",$26.92  - $31.31 Per Hour,"Downsview, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
222609,Ambulance Communications Officer (Irregularly Scheduled/On-Call; Bilingual English/French and Unilingual English) (3),Ministry of Health,$37.36  - $45.69 Per Hour,"Sudbury, North Region","Tuesday, November 19, 2024 11:59 pm EST"
221357,Application Screening Representative - Unilingual (English) and Bilingual (English/French) (2),Ministry of the Attorney General,$34.89  - $41.77 Per Hour,"Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
222895,"Assistant Director, Communications (1)",Cabinet Office,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Tuesday, November 19, 2024 11:59 pm EST"
221972,Senior Policy Advisor (1),Ministry of Education,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
220347,Senior Policy Advisor (1),Ministry of Municipal Affairs and Housing,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
222351,Strategic Advisor (5),Ministry of the Solicitor General,"$76,231.00  - $109,842.00 Per Year","Mississauga, Central Region","Friday, November 15, 2024 11:59 pm EST"
221296,Administrative Assistant (1),Treasury Board Secretariat,$26.92  - $31.31 Per Hour,"Oshawa, Central Region; Kingston, East Region; Toronto, Toronto Region; London, West Region","Thursday, November 14, 2024 11:59 pm EST"
222545,Amended - Probation and Parole Officer (2),Ministry of the Solicitor General,"$1,506.53  - $1,861.87 Per Week","Scarborough, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
222847,"Analyst, Payroll and Benefits Administration (1)",Alcohol and Gaming Commission of Ontario,$44.64  - $55.81 Per Hour,"Toronto, Toronto Region","Wednesday, November 13, 2024 11:59 pm EST"
222125,Business Analyst (1),Ministry of Public and Business Service Delivery and Procurement,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Thursday, November 14, 2024 11:59 pm EST"
220495,Corridor Management Planner (1),Ministry of Transportation,"$1,485.01  - $1,871.11 Per Week","Huntsville, Central Region; Bancroft, Kingston, Ottawa, Port Hope, Peterborough, East Region; Cochrane, Dryden, Kenora, North Bay, New Liskeard, Sudbury, Sault Ste Marie, Thunder Bay, North Region; Toronto, Toronto Region; London, Owen Sound, St Catharines, West Region","Thursday, November 14, 2024 11:59 pm EST"
220938,Food Services Officer (On-Call Cook) (3),Ministry of the Solicitor General,$25.62  - $27.70 Per Hour,"Thorold, West Region","Thursday, November 14, 2024 11:59 pm EST"
221417,GIS Data Team Leader (1),Ministry of Mines,"$1,502.28  - $1,928.81 Per Week","South Porcupine, Thunder Bay, North Region","Thursday, November 14, 2024 11:59 pm EST"
222157,Financial Officer (1),"Ministry of Tourism, Culture and Gaming",$34.39  - $42.09 Per Hour,"Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
222431,IT Support Assistant (1),Treasury Board Secretariat,"$1,134.33  - $1,360.74 Per Week","Oshawa, Central Region; Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
220229,Manager (1),Ministry of the Attorney General,"$80,041.00  - $115,335.00 Per Year","Belleville, Kingston, East Region","Monday, November 18, 2024 11:59 pm EST"
221114,Mental Health Nurse (2),Ministry of the Solicitor General,"$1,684.03  - $2,418.51 Per Week","Etobicoke, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
219577,Nurse Practitioner (1),Ministry of the Solicitor General,"$2,068.64  - $2,643.77 Per Week","North Bay, North Region","Monday, November 18, 2024 11:59 pm EST"
219770,Nursing Opportunities at the North Bay Jail (5),Ministry of the Solicitor General,"$1,260.00  - $2,643.77 Per Week","North Bay, North Region","Monday, November 18, 2024 11:59 pm EST"
222524,Policy and Procedures Writer (1),Ministry of Health,"$1,428.25  - $1,687.23 Per Week","North York, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
220376,Program Analyst Advisor (1),Ministry of the Attorney General,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Monday, November 18, 2024 11:59 pm EST"
222789,"Project Manager, Major Maintenance (1)",Ontario Clean Water Agency,"$1,535.16  - $1,742.54 Per Week","Kitchener, West Region","Friday, November 15, 2024 11:59 pm EST"
218698,Registered Nurse - Unilingual (English) and Bilingual (English/French) (3),Ministry of the Solicitor General,"$1,562.72  - $2,240.04 Per Week","North Bay, North Region","Monday, November 18, 2024 11:59 pm EST"
220687,Executive Assistant (1),Ministry of the Solicitor General,"$71,563.00  - $100,052.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
219522,Fuel Management/Prescribed Burning Team Lead (1),Ministry of Natural Resources,"$82,217.00  - $121,155.00 Per Year","Dryden, North Region","Thursday, November 14, 2024 11:59 pm EST"
221312,Hydrogeologist (1),"Ministry of the Environment, Conservation and Parks","$1,605.35  - $2,037.57 Per Week","Hamilton, West Region","Thursday, November 7, 2024 11:59 pm EST"
221112,I&IT Program Support Specialist (1),Ministry of Natural Resources and Forestry,"$1,512.75  - $1,933.38 Per Week","Peterborough, East Region; Sudbury, Sault Ste Marie, North Region; Toronto, Toronto Region; Guelph, West Region","Thursday, November 7, 2024 11:59 pm EST"
221984,Judicial Assistant (1),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Milton, Central Region","Thursday, November 7, 2024 11:59 pm EST"
220888,"Manager, Aging and Long-Term Care Unit (1)",Ministry of Long - Term Care,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
220545,"Manager, Realty Policy and Manager, Centre of Realty Excellence (2)",Ministry of Infrastructure,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
220149,Policy Advisor (1),"Ministry of Children, Community and Social Services","$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
211684,Program Analyst (1),"Ministry of Children, Community and Social Services","$76,231.00  - $109,842.00 Per Year","Toronto, Toronto Region","Thursday, November 7, 2024 11:59 pm EST"
220872,Regional Planner (1),Ministry of Natural Resources,"$1,485.01  - $1,871.11 Per Week","North Bay, South Porcupine, North Region","Thursday, November 7, 2024 11:59 pm EST"
221834,"Manager, Organizational Development & Culture Office (1)",Ministry of Transportation,"$105,307.00  - $148,429.00 Per Year","St Catharines, West Region","Thursday, November 21, 2024 11:59 pm EST"
221317,"Manager, Transit Oriented Communities GO & LRT Unit (1)",Ministry of Infrastructure,"$105,307.00  - $148,429.00 Per Year","Toronto, Toronto Region","Thursday, November 21, 2024 11:59 pm EST"
222972,Mechanic Operator (1),Ontario Clean Water Agency,$30.92  - $33.55 Per Hour,"North York, Toronto Region","Thursday, November 21, 2024 11:59 pm EST"
220297,Operations Supervisor (3),Ministry of Public and Business Service Delivery and Procurement,"$63,718.00  - $88,178.00 Per Year","Aurora, Brampton, Barrie, Milton, Whitby, Central Region; Alexandria, Belleville, Brockville, Kingston, Napanee, Ottawa, Picton, East Region; Fort Frances, Sudbury, Thunder Bay, North Region; Toronto, Toronto Region; Guelph, Hamilton, Kitchener, London, Sarnia, St Catharines, Stratford, Windsor, West Region","Thursday, November 21, 2024 11:59 pm EST"
222319,Planning and Projects Coordinator (1),"Ministry of Agriculture, Food and Agribusiness","$82,217.00  - $121,155.00 Per Year","Guelph, West Region","Thursday, November 21, 2024 11:59 pm EST"
222753,Probation and Parole Officer (4),Ministry of the Solicitor General,"$1,506.53  - $1,861.87 Per Week","Hamilton, Niagara Falls, St Catharines, West Region","Thursday, November 21, 2024 11:59 pm EST"
222348,Project Leader (1),Ministry of Municipal Affairs and Housing,"$82,217.00  - $121,155.00 Per Year","Toronto, Toronto Region","Friday, November 22, 2024 11:59 pm EST"
221860,Psychologist (1 Unilingual and 1 Bilingual - English/French) (2),Ministry of the Solicitor General,"$100,293.00  - $141,361.00 Per Year","Any City, Anywhere in Ontario","Thursday, November 28, 2024 11:59 pm EST"
223132,"Senior Advisor, Corporate Affairs (1)",Alcohol and Gaming Commission of Ontario,"$98,530.00  - $123,159.00 Per Year","Toronto, Toronto Region","Wednesday, November 20, 2024 11:59 pm EST"
222846,Senior I&IT Project Manager (1),Ministry of the Solicitor General,"$88,496.00  - $141,350.00 Per Year","North Bay, North Region; Toronto, Toronto Region","Thursday, November 21, 2024 11:59 pm EST"
221075,Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","Pembroke, East Region","Tuesday, November 19, 2024 11:59 pm EST"
221070,Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","Sudbury, North Region","Tuesday, November 19, 2024 11:59 pm EST"
221068,Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","South Porcupine, North Region","Tuesday, November 19, 2024 11:59 pm EST"
221066,Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","North Bay, North Region","Tuesday, November 19, 2024 11:59 pm EST"
221040,Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","Peterborough, East Region","Tuesday, November 19, 2024 11:59 pm EST"
221077,Forester Intern (1),Ministry of Natural Resources,"$1,103.74  - $1,329.75 Per Week","Bancroft, Peterborough, East Region; Parry Sound, North Region","Tuesday, November 19, 2024 11:59 pm EST"
220833,Nurse Practitioner (3),Ministry of the Solicitor General,"$2,068.64  - $2,643.77 Per Week","Thorold, West Region","Thursday, November 14, 2024 11:59 pm EST"
217953,Youth Services Officer (93),"Ministry of Children, Community and Social Services",$34.53  - $43.66 Per Hour,"Brampton, Central Region; Sudbury, Sault Ste Marie, Thunder Bay, North Region; Simcoe, West Region","Friday, December 13, 2024 11:59 pm EST"
219606,Amended - Senior Project Surveyor (2),Ministry of Transportation,"$85,933.00  - $125,796.00 Per Year","Kingston, East Region; North Bay, North Region","Thursday, December 12, 2024 11:59 pm EST"
216225,Court and Client Representative (irregularly scheduled hours and on-call contracts) - Unilingual (English) and Bilingual (English/French) (2),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Bracebridge, Barrie, Markham, Newmarket, Orillia, Oshawa, Central Region; Cobourg, Lindsay, Peterborough, East Region","Friday, December 6, 2024 11:59 pm EST"
213734,Customer Service Representative (1),Ministry of Public and Business Service Delivery,$28.81  - $33.40 Per Hour,"Alexandria, Arnprior, Belleville, Bancroft, Brockville, Cobourg, Cornwall, Embrun, Hawkesbury, Kemptville, Kingston, Lindsay, Minden, Morrisburg, Napanee, Ottawa, Picton, Pembroke, Peterborough, Petawawa, Renfrew, East Region","Monday, March 31, 2025 11:59 pm EDT"
210833,Talent Pool - Investigating Coroners (Fee For Service),Ministry of the Solicitor General,Not Available,"Anywhere in Central, Central Region; Kingston, Ottawa, East Region; Sudbury, Thunder Bay, North Region; Toronto, Toronto Region; Hamilton, London, Waterloo, West Region","Friday, November 15, 2024 11:59 pm EST"
195136,Amended - Court and Client Representative (irregularly scheduled hours and on-call contracts) (1),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Chatham, Goderich, Guelph, Kitchener, London, Owen Sound, Sarnia, Stratford, St Thomas, Woodstock, Walkerton, Windsor, West Region","Friday, December 27, 2024 11:59 pm EST"
196222,Amended - Court and Client Representative (irregularly scheduled hours and on-call contracts) (1),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Anywhere in North, Dryden, Fort Frances, Kenora, Sioux Lookout, Thunder Bay, North Region","Tuesday, December 31, 2024 11:59 pm EST"
196283,Amended - Court and Client Representative (irregularly scheduled hours and on-call contracts) - Unilingual and Bilingual (English/French) (2),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Alexandria, Belleville, Bancroft, Brockville, Cornwall, Kingston, L'Orignal, Morrisburg, Napanee, Ottawa, Picton, Pembroke, Perth, East Region","Tuesday, December 10, 2024 11:59 pm EST"
184908,Amended - Court and Client Representative (irregularly scheduled hours and on-call contracts) (1),Ministry of the Attorney General,$29.53  - $34.75 Per Hour,"Burlington, Brampton, Milton, Central Region; Brantford, Cayuga, Hamilton, Orangeville, Simcoe, St Catharines, Welland, West Region","Monday, January 27, 2025 11:59 pm EST"
220542,"Team Lead, Case Management (1)","Ministry of Children, Community and Social Services","$1,436.97  - $1,832.36 Per Week","Toronto, Toronto Region","Friday, November 8, 2024 11:59 pm EST"
221521,Administrative Assistant (1),Ministry of the Attorney General,$28.14  - $32.82 Per Hour,"Simcoe, West Region","Thursday, November 7, 2024 11:59 pm EST"
220704,Amended - Team Lead (1),"Ministry of Agriculture, Food and Agribusiness","$88,496.00  - $128,625.00 Per Year","Guelph, West Region","Thursday, November 7, 2024 11:59 pm EST"
219937,"Business Officer, Tax Credits and Financing Programs (6)",Ontario Creates,"$1,480.30  - $1,853.99 Per Week","Toronto, Toronto Region","Friday, November 15, 2024 11:59 pm EST"
220955,Corporal (6),Ministry of the Solicitor General,$40.75  - $51.36 Per Hour,"Lindsay, East Region","Thursday, November 7, 2024 11:59 pm EST"
